GEOID,Y_CntEst,Y_CntMOE,Y_UniEst,Y_UniMoe,Y_PctEst,Y_PctMOE,Y_Pctile,Y_Score,OA_UniEst,OA_UniMoe,OA_PctEst,OA_PctMOE,OA_CntEst,OA_CntMOE,OA_Pctile,OA_Score,F_CntEst,F_CntMOE,F_UniEst,F_UniMoe,F_PctEst,F_PctMOE,F_Pctile,F_Score,RM_CntEst,RM_CntMOE,RM_UniEst,RM_UniMoe,RM_PctEst,RM_PctMOE,RM_Pctile,RM_Score,EM_CntEst,EM_CntMOE,EM_UniEst,EM_UniMoe,EM_PctEst,EM_PctMOE,EM_Pctile,EM_Score,FB_CntEst,FB_CntMOE,FB_UniEst,FB_UniMoe,FB_PctEst,FB_PctMOE,FB_Pctile,FB_Score,LEP_CntEst,LEP_CntMOE,LEP_UniEst,LEP_UniMoe,LEP_PctEst,LEP_PctMOE,LEP_Pctile,LEP_Score,D_CntEst,D_CntMOE,D_UniEst,D_UniMoe,D_PctEst,D_PctMOE,D_Pctile,D_Score,LI_CntEst,LI_CntMOE,LI_UniEst,LI_UniMoe,LI_PctEst,LI_PctMOE,LI_Pctile,LI_Score,IPD_Score
42091200301,1423,342,5737,492,0.248,0.06,0.71,2,5737,492,0.103,0.016,589,82,0.24,1,2854,352,5737,492,0.497,0.039,0.28,2,1535,481,5737,492,0.268,0.084,0.57,2,465,292,5737,492,0.081,0.051,0.73,2,995,319,5737,492,0.173,0.056,0.84,3,302,196,5323,455,0.057,0.035,0.67,2,599,180,5737,492,0.104,0.03,0.4,2,851,323,5718,489,0.149,0.056,0.32,1,17
42091200305,447,126,2256,187,0.198,0.056,0.32,2,2256,187,0.2,0.024,452,46,0.85,3,1229,113,2256,187,0.545,0.032,0.78,3,76,56,2256,187,0.034,0.025,0.05,1,130,81,2256,187,0.058,0.036,0.6,2,66,48,2256,187,0.029,0.021,0.11,1,25,24,2129,161,0.012,0.011,0.18,1,347,75,2231,186,0.156,0.033,0.75,3,405,166,2231,186,0.182,0.074,0.4,1,17
42091200306,669,88,3430,246,0.195,0.026,0.3,2,3430,246,0.19,0.016,650,54,0.83,3,1755,188,3430,246,0.512,0.035,0.44,2,111,97,3430,246,0.032,0.028,0.05,1,49,41,3430,246,0.014,0.012,0.15,1,191,83,3430,246,0.056,0.024,0.32,1,36,29,3321,254,0.011,0.009,0.16,1,340,77,3430,246,0.099,0.023,0.36,2,672,236,3430,246,0.196,0.069,0.44,2,15
42091200307,614,123,3154,240,0.195,0.039,0.3,2,3154,240,0.215,0.032,678,101,0.89,3,1703,206,3154,240,0.54,0.052,0.75,2,546,182,3154,240,0.173,0.058,0.42,1,167,115,3154,240,0.053,0.036,0.56,2,166,93,3154,240,0.053,0.029,0.29,1,92,61,2985,228,0.031,0.02,0.45,2,632,147,2982,229,0.212,0.048,0.92,4,664,244,2975,232,0.223,0.082,0.5,2,19
42091200308,862,127,4014,282,0.215,0.032,0.45,2,4014,282,0.116,0.017,467,60,0.33,2,1991,160,4014,282,0.496,0.038,0.27,2,838,280,4014,282,0.209,0.07,0.49,2,29,34,4014,282,0.007,0.008,0.07,1,535,195,4014,282,0.133,0.049,0.73,2,264,141,3804,287,0.069,0.035,0.73,2,484,126,4014,282,0.121,0.033,0.54,2,833,272,4014,282,0.208,0.068,0.46,2,17
42091200309,699,145,2852,224,0.245,0.051,0.69,2,2852,224,0.141,0.025,402,69,0.53,2,1493,119,2852,224,0.523,0.024,0.57,2,183,96,2852,224,0.064,0.034,0.15,1,211,237,2852,224,0.074,0.083,0.7,2,231,170,2852,224,0.081,0.06,0.5,2,73,71,2653,192,0.028,0.025,0.42,2,220,106,2852,224,0.077,0.037,0.19,1,450,262,2852,224,0.158,0.092,0.35,1,15
42091200310,594,115,2745,243,0.216,0.042,0.46,2,2745,243,0.254,0.039,696,102,0.94,4,1416,129,2745,243,0.516,0.043,0.49,2,76,60,2745,243,0.028,0.022,0.04,1,0,10,2745,243,0,0.004,0.01,0,396,255,2745,243,0.144,0.093,0.77,2,188,145,2635,218,0.071,0.053,0.74,2,280,90,2656,209,0.105,0.033,0.41,2,474,226,2656,209,0.178,0.085,0.4,1,16
42091200401,475,71,3113,164,0.153,0.023,0.11,1,3113,164,0.215,0.026,668,82,0.89,3,1596,145,3113,164,0.513,0.038,0.45,2,156,118,3113,164,0.05,0.038,0.1,1,350,242,3113,164,0.112,0.078,0.8,2,168,105,3113,164,0.054,0.034,0.3,1,94,64,2949,181,0.032,0.022,0.47,2,445,122,3113,164,0.143,0.037,0.67,2,465,113,3113,164,0.149,0.036,0.32,1,15
42091200402,981,136,4292,166,0.229,0.032,0.57,2,4292,166,0.095,0.013,407,58,0.19,1,2123,135,4292,166,0.495,0.026,0.26,2,420,188,4292,166,0.098,0.044,0.25,1,213,135,4292,166,0.05,0.031,0.54,2,133,53,4292,166,0.031,0.012,0.13,1,66,39,4007,159,0.016,0.01,0.24,1,328,94,4292,166,0.076,0.022,0.18,1,886,257,4282,166,0.207,0.06,0.46,2,13
42091200501,887,107,4006,240,0.221,0.027,0.5,2,4006,240,0.174,0.026,699,123,0.75,2,2066,169,4006,240,0.516,0.031,0.49,2,283,160,4006,240,0.071,0.04,0.17,1,122,85,4006,240,0.03,0.021,0.34,2,242,96,4006,240,0.06,0.024,0.36,1,79,66,3773,231,0.021,0.018,0.32,1,325,91,3762,209,0.086,0.023,0.25,1,334,143,3762,209,0.089,0.038,0.12,1,13
42091200502,816,178,4849,361,0.168,0.037,0.16,1,4849,361,0.126,0.029,611,131,0.41,2,2309,226,4849,361,0.476,0.031,0.1,1,815,227,4849,361,0.168,0.047,0.41,1,81,81,4849,361,0.017,0.017,0.18,1,416,159,4849,361,0.086,0.033,0.54,2,221,146,4653,347,0.047,0.032,0.62,2,511,149,4849,361,0.105,0.03,0.41,2,676,284,4849,361,0.139,0.059,0.29,1,13
42091200505,1945,218,7401,432,0.263,0.029,0.79,3,7401,432,0.13,0.023,962,187,0.45,2,3830,394,7401,432,0.517,0.036,0.5,2,1112,269,7401,432,0.15,0.036,0.37,1,135,103,7401,432,0.018,0.014,0.2,1,730,207,7401,432,0.099,0.028,0.62,2,215,107,7115,457,0.03,0.015,0.44,2,272,124,7047,390,0.039,0.018,0.02,1,759,329,7047,390,0.108,0.047,0.18,1,15
42091200506,1014,94,4390,209,0.231,0.021,0.58,2,4390,209,0.07,0.01,308,49,0.08,1,2100,154,4390,209,0.478,0.032,0.12,1,495,165,4390,209,0.113,0.038,0.29,1,100,119,4390,209,0.023,0.027,0.26,2,288,110,4390,209,0.066,0.025,0.41,2,177,67,4210,219,0.042,0.016,0.58,2,260,85,4383,210,0.059,0.02,0.09,1,140,72,4390,209,0.032,0.016,0.01,1,13
42091200507,1401,213,5805,374,0.241,0.037,0.66,2,5805,374,0.108,0.015,626,82,0.27,1,3109,275,5805,374,0.536,0.03,0.71,2,661,226,5805,374,0.114,0.039,0.3,1,125,85,5805,374,0.022,0.015,0.25,1,515,177,5805,374,0.089,0.03,0.56,2,210,145,5403,334,0.039,0.027,0.55,2,386,128,5780,375,0.067,0.024,0.13,1,531,306,5780,375,0.092,0.053,0.13,1,13
42091200602,2154,258,8580,416,0.251,0.03,0.73,3,8580,416,0.125,0.017,1071,136,0.4,2,4468,286,8580,416,0.521,0.027,0.55,2,3325,570,8580,416,0.388,0.066,0.69,2,312,300,8580,416,0.036,0.035,0.41,2,2026,338,8580,416,0.236,0.039,0.91,4,669,213,7843,365,0.085,0.026,0.78,2,749,247,8580,416,0.087,0.029,0.26,1,1048,641,8553,415,0.123,0.075,0.24,1,19
42091200603,696,48,3326,187,0.209,0.014,0.4,2,3326,187,0.183,0.028,610,111,0.8,3,1709,118,3326,187,0.514,0.026,0.46,2,531,111,3326,187,0.16,0.033,0.4,1,118,71,3326,187,0.035,0.021,0.4,2,330,91,3326,187,0.099,0.027,0.62,2,98,59,3226,180,0.03,0.018,0.44,2,183,65,3168,151,0.058,0.02,0.08,1,275,155,3168,151,0.087,0.049,0.11,1,16
42091200605,1338,240,5994,452,0.223,0.04,0.52,2,5994,452,0.203,0.034,1218,167,0.86,3,3032,248,5994,452,0.506,0.031,0.38,2,1694,490,5994,452,0.283,0.082,0.59,2,163,120,5994,452,0.027,0.02,0.31,2,941,326,5994,452,0.157,0.054,0.8,3,397,205,5680,402,0.07,0.034,0.74,2,846,281,5994,452,0.141,0.049,0.65,2,938,304,5931,456,0.158,0.051,0.35,1,19
42091200606,836,95,3250,207,0.257,0.029,0.77,3,3250,207,0.083,0.015,269,46,0.13,1,1582,171,3250,207,0.487,0.043,0.18,1,551,281,3250,207,0.17,0.086,0.42,1,104,93,3250,207,0.032,0.029,0.36,2,288,122,3250,207,0.089,0.038,0.56,2,88,51,3049,217,0.029,0.016,0.43,2,197,71,3250,207,0.061,0.022,0.1,1,369,190,3250,207,0.114,0.058,0.2,1,14
42091200607,1154,93,4490,211,0.257,0.021,0.77,3,4490,211,0.08,0.009,358,44,0.11,1,2409,166,4490,211,0.537,0.027,0.72,2,1089,221,4490,211,0.243,0.049,0.54,2,70,49,4490,211,0.016,0.011,0.17,1,737,117,4490,211,0.164,0.026,0.82,3,333,125,4172,211,0.08,0.029,0.77,2,165,71,4490,211,0.037,0.016,0.02,0,336,127,4490,211,0.075,0.028,0.08,1,15
42091200703,981,139,4262,244,0.23,0.033,0.58,2,4262,244,0.164,0.022,700,85,0.69,2,2090,172,4262,244,0.49,0.035,0.21,1,1375,362,4262,244,0.323,0.085,0.63,2,134,185,4262,244,0.031,0.043,0.35,2,631,165,4262,244,0.148,0.039,0.78,3,477,142,3994,246,0.119,0.034,0.85,3,387,109,4262,244,0.091,0.026,0.29,1,542,199,4262,244,0.127,0.047,0.25,1,17
42091200704,690,152,3718,283,0.186,0.041,0.24,1,3718,283,0.178,0.028,661,103,0.78,2,1833,203,3718,283,0.493,0.038,0.24,1,820,236,3718,283,0.221,0.063,0.51,2,163,138,3718,283,0.044,0.037,0.49,2,397,137,3718,283,0.107,0.037,0.65,2,175,91,3561,253,0.049,0.026,0.63,2,348,121,3660,283,0.095,0.032,0.32,1,579,281,3671,281,0.158,0.077,0.35,1,14
42091200707,657,112,3982,320,0.165,0.028,0.14,1,3982,320,0.129,0.031,512,111,0.44,2,1859,196,3982,320,0.467,0.043,0.06,1,1258,262,3982,320,0.316,0.066,0.63,2,396,284,3982,320,0.099,0.071,0.78,2,1309,313,3982,320,0.329,0.079,0.96,4,620,261,3807,292,0.163,0.063,0.89,3,550,160,3982,320,0.138,0.041,0.64,2,1190,376,3972,317,0.3,0.095,0.64,2,19
42091200708,1084,163,5538,344,0.196,0.029,0.31,2,5538,344,0.152,0.02,840,116,0.61,2,2785,256,5538,344,0.503,0.031,0.34,2,1024,373,5538,344,0.185,0.067,0.45,2,156,97,5538,344,0.028,0.018,0.32,2,672,223,5538,344,0.121,0.04,0.7,2,282,143,5365,350,0.053,0.026,0.65,2,565,149,5538,344,0.102,0.026,0.39,2,815,307,5538,344,0.147,0.055,0.32,1,17
42091200800,706,73,3302,24,0.214,0.022,0.44,2,3302,24,0.098,0.017,322,57,0.21,1,1553,110,3302,24,0.47,0.033,0.08,1,1236,230,3302,24,0.374,0.07,0.67,2,258,150,3302,24,0.078,0.045,0.72,2,931,193,3302,24,0.282,0.058,0.94,4,420,182,3134,78,0.134,0.058,0.87,3,368,96,3302,24,0.111,0.029,0.47,2,574,237,3302,24,0.174,0.072,0.39,1,18
42091200901,977,106,4165,268,0.235,0.025,0.61,2,4165,268,0.182,0.021,758,87,0.8,3,2097,224,4165,268,0.503,0.04,0.34,2,1245,290,4165,268,0.299,0.07,0.61,2,186,172,4165,268,0.045,0.041,0.5,2,613,226,4165,268,0.147,0.054,0.77,2,353,198,3924,236,0.09,0.05,0.8,2,708,178,3973,259,0.178,0.043,0.85,3,1077,249,3967,258,0.271,0.063,0.6,2,20
42091200902,216,57,1223,127,0.177,0.047,0.19,1,1223,127,0.082,0.015,100,19,0.12,1,581,90,1223,127,0.475,0.052,0.09,1,329,168,1223,127,0.269,0.137,0.58,2,182,144,1223,127,0.149,0.118,0.85,2,230,128,1223,127,0.188,0.105,0.86,3,209,140,1160,123,0.18,0.112,0.91,4,114,48,1223,127,0.093,0.039,0.3,1,361,128,1223,127,0.295,0.105,0.63,2,17
42091200903,1040,172,4633,283,0.224,0.037,0.53,2,4633,283,0.105,0.021,486,92,0.25,1,2374,229,4633,283,0.512,0.036,0.44,2,1595,279,4633,283,0.344,0.06,0.66,2,370,214,4633,283,0.08,0.046,0.73,2,716,226,4633,283,0.155,0.049,0.8,3,279,87,4263,267,0.065,0.021,0.71,2,492,150,4633,283,0.106,0.032,0.42,2,1539,292,4609,282,0.334,0.063,0.67,2,18
42091200906,335,127,1759,224,0.19,0.072,0.28,2,1759,224,0.251,0.061,442,107,0.93,4,967,177,1759,224,0.55,0.052,0.81,3,439,233,1759,224,0.25,0.132,0.55,2,54,34,1759,224,0.031,0.019,0.35,2,269,129,1759,224,0.153,0.073,0.79,3,63,49,1620,164,0.039,0.029,0.55,2,217,77,1619,210,0.134,0.04,0.61,2,444,234,1614,210,0.275,0.145,0.6,2,22
42091200907,608,96,2494,185,0.244,0.038,0.68,2,2494,185,0.102,0.02,255,50,0.23,1,1283,139,2494,185,0.514,0.043,0.46,2,140,70,2494,185,0.056,0.028,0.11,1,55,49,2494,185,0.022,0.02,0.25,1,52,41,2494,185,0.021,0.016,0.06,1,4,7,2323,203,0.002,0.003,0.03,1,167,66,2494,185,0.067,0.025,0.13,1,318,167,2494,185,0.128,0.067,0.25,1,11
42091200908,446,55,2167,127,0.206,0.025,0.38,2,2167,127,0.117,0.027,254,61,0.34,2,1029,110,2167,127,0.475,0.045,0.09,1,551,173,2167,127,0.254,0.08,0.56,2,210,132,2167,127,0.097,0.061,0.77,2,301,116,2167,127,0.139,0.054,0.75,2,112,62,1978,126,0.057,0.031,0.67,2,197,64,2158,127,0.091,0.029,0.29,1,547,168,2158,127,0.253,0.078,0.57,2,16
42091201003,940,186,5028,288,0.187,0.037,0.25,1,5028,288,0.15,0.017,754,77,0.6,2,2673,222,5028,288,0.532,0.032,0.68,2,1114,359,5028,288,0.222,0.071,0.52,2,88,130,5028,288,0.018,0.026,0.2,1,927,352,5028,288,0.184,0.07,0.85,3,293,165,4733,263,0.062,0.035,0.7,2,460,183,5028,288,0.091,0.035,0.29,1,532,269,5028,288,0.106,0.054,0.17,1,15
42091201004,1001,91,5307,247,0.189,0.017,0.27,2,5307,247,0.262,0.029,1390,177,0.94,4,2987,225,5307,247,0.563,0.03,0.87,3,1018,269,5307,247,0.192,0.051,0.47,2,350,179,5307,247,0.066,0.034,0.65,2,832,267,5307,247,0.157,0.05,0.8,3,435,240,4961,267,0.088,0.048,0.79,2,497,151,5022,231,0.099,0.029,0.36,2,408,192,5033,231,0.081,0.038,0.1,1,21
42091201005,758,82,3238,138,0.234,0.025,0.6,2,3238,138,0.16,0.02,517,61,0.67,2,1650,121,3238,138,0.51,0.033,0.42,2,358,177,3238,138,0.111,0.055,0.29,1,95,93,3238,138,0.029,0.029,0.33,2,257,116,3238,138,0.079,0.036,0.49,2,96,63,3150,139,0.03,0.02,0.44,2,138,59,3238,138,0.043,0.018,0.03,1,188,113,3238,138,0.058,0.035,0.04,1,15
42091201006,370,58,2273,134,0.163,0.026,0.14,1,2273,134,0.302,0.032,686,67,0.97,4,1146,84,2273,134,0.504,0.022,0.36,2,276,159,2273,134,0.121,0.07,0.31,1,32,23,2273,134,0.014,0.01,0.15,1,191,128,2273,134,0.084,0.056,0.52,2,77,41,2228,137,0.035,0.018,0.51,2,245,63,2273,134,0.108,0.027,0.44,2,118,62,2263,135,0.052,0.027,0.03,1,16
42091201100,696,87,3248,31,0.214,0.027,0.44,2,3248,31,0.123,0.019,398,63,0.39,2,1540,108,3248,31,0.474,0.033,0.09,1,378,178,3248,31,0.116,0.055,0.3,1,46,36,3248,31,0.014,0.011,0.15,1,21,23,3248,31,0.006,0.007,0.01,1,36,32,3036,87,0.012,0.011,0.18,1,336,134,3248,31,0.103,0.041,0.39,2,478,172,3196,82,0.15,0.054,0.33,1,12
42091201201,1345,232,6244,211,0.215,0.037,0.45,2,6244,211,0.249,0.031,1553,185,0.93,4,3516,190,6244,211,0.563,0.027,0.87,3,1013,273,6244,211,0.162,0.044,0.4,1,37,43,6244,211,0.006,0.007,0.06,1,628,230,6244,211,0.101,0.037,0.63,2,164,97,6005,209,0.027,0.016,0.4,2,627,148,6168,213,0.102,0.024,0.39,2,1035,461,5991,214,0.173,0.077,0.38,1,18
42091201203,691,68,3117,221,0.222,0.022,0.51,2,3117,221,0.315,0.043,981,167,0.97,4,1747,198,3117,221,0.56,0.038,0.86,3,338,211,3117,221,0.108,0.068,0.28,1,33,45,3117,221,0.011,0.014,0.11,1,224,92,3117,221,0.072,0.03,0.45,2,31,35,3017,202,0.01,0.011,0.14,1,313,74,2921,176,0.107,0.026,0.43,2,267,131,2921,176,0.091,0.045,0.12,1,17
42091201204,317,74,2145,154,0.148,0.034,0.1,1,2145,154,0.263,0.038,565,84,0.94,4,1124,108,2145,154,0.524,0.032,0.58,2,632,103,2145,154,0.295,0.048,0.6,2,25,15,2145,154,0.012,0.007,0.12,1,185,82,2145,154,0.086,0.038,0.54,2,70,43,2064,153,0.034,0.021,0.49,2,221,55,2145,154,0.103,0.025,0.39,2,323,101,2145,154,0.151,0.047,0.33,1,17
42091201301,692,92,3548,229,0.195,0.026,0.3,2,3548,229,0.201,0.029,714,96,0.85,3,1960,180,3548,229,0.552,0.032,0.83,3,872,304,3548,229,0.246,0.086,0.54,2,308,206,3548,229,0.087,0.058,0.75,2,205,102,3548,229,0.058,0.029,0.34,1,127,85,3394,212,0.037,0.024,0.53,2,535,142,3376,232,0.158,0.041,0.76,3,677,238,3376,232,0.201,0.07,0.45,2,20
42091201302,599,173,2965,228,0.202,0.058,0.35,2,2965,228,0.098,0.017,291,44,0.21,1,1507,189,2965,228,0.508,0.039,0.4,2,768,316,2965,228,0.259,0.107,0.56,2,207,144,2965,228,0.07,0.049,0.67,2,252,140,2965,228,0.085,0.047,0.53,2,231,141,2728,194,0.085,0.052,0.78,2,197,75,2965,228,0.066,0.027,0.12,1,774,227,2935,230,0.264,0.077,0.59,2,16
42091201404,1013,113,4676,270,0.217,0.024,0.47,2,4676,270,0.205,0.025,959,127,0.87,3,2474,197,4676,270,0.529,0.03,0.64,2,824,187,4676,270,0.176,0.04,0.43,1,181,167,4676,270,0.039,0.036,0.44,2,631,159,4676,270,0.135,0.034,0.74,2,149,101,4542,262,0.033,0.021,0.48,2,413,97,4508,260,0.092,0.022,0.29,1,546,258,4515,259,0.121,0.057,0.23,1,16
42091201406,1180,126,4604,244,0.256,0.027,0.76,3,4604,244,0.198,0.015,913,62,0.85,3,2435,185,4604,244,0.529,0.029,0.64,2,787,117,4604,244,0.171,0.025,0.42,1,0,10,4604,244,0,0.002,0.01,0,456,153,4604,244,0.099,0.033,0.62,2,148,87,4298,231,0.034,0.02,0.49,2,462,108,4604,244,0.1,0.024,0.37,2,187,85,4604,244,0.041,0.018,0.01,1,16
42091201407,631,99,2647,217,0.238,0.037,0.64,2,2647,217,0.133,0.015,353,34,0.47,2,1365,107,2647,217,0.516,0.034,0.49,2,806,209,2647,217,0.304,0.079,0.61,2,114,139,2647,217,0.043,0.053,0.48,2,299,150,2647,217,0.113,0.057,0.68,2,63,38,2535,206,0.025,0.015,0.37,2,179,69,2647,217,0.068,0.027,0.13,1,498,230,2647,217,0.188,0.087,0.42,2,17
42091201408,1006,73,4333,162,0.232,0.017,0.59,2,4333,162,0.136,0.014,588,56,0.49,2,2266,125,4333,162,0.523,0.026,0.57,2,535,103,4333,162,0.123,0.024,0.32,1,64,66,4333,162,0.015,0.015,0.16,1,500,83,4333,162,0.115,0.019,0.68,2,208,97,4117,191,0.051,0.024,0.64,2,245,70,4333,162,0.057,0.016,0.08,1,158,124,4333,162,0.036,0.029,0.01,1,14
42091201409,975,72,4450,183,0.219,0.016,0.48,2,4450,183,0.191,0.026,852,107,0.83,3,2257,109,4450,183,0.507,0.025,0.39,2,457,113,4450,183,0.103,0.025,0.27,1,53,54,4450,183,0.012,0.012,0.12,1,431,107,4450,183,0.097,0.024,0.61,2,163,70,4160,181,0.039,0.017,0.55,2,330,127,4450,183,0.074,0.027,0.17,1,236,140,4450,183,0.053,0.031,0.03,1,15
42091201410,645,93,2560,182,0.252,0.036,0.74,3,2560,182,0.164,0.017,419,29,0.69,2,1309,140,2560,182,0.511,0.043,0.43,2,324,162,2560,182,0.127,0.063,0.33,1,50,45,2560,182,0.02,0.018,0.22,1,196,114,2560,182,0.077,0.045,0.48,2,18,20,2462,185,0.007,0.008,0.09,1,149,56,2483,181,0.06,0.023,0.09,1,340,195,2483,181,0.137,0.079,0.29,1,14
42091201411,705,86,2872,127,0.245,0.03,0.69,2,2872,127,0.153,0.022,440,64,0.62,2,1568,143,2872,127,0.546,0.042,0.79,3,347,133,2872,127,0.121,0.046,0.31,1,0,10,2872,127,0,0.003,0.01,0,226,102,2872,127,0.079,0.036,0.49,2,98,59,2677,131,0.037,0.022,0.53,2,197,76,2872,127,0.069,0.027,0.14,1,283,114,2872,127,0.099,0.04,0.15,1,14
42091201501,518,131,3488,297,0.149,0.038,0.1,1,3488,297,0.334,0.047,1166,170,0.98,4,1853,210,3488,297,0.531,0.036,0.67,2,689,239,3488,297,0.198,0.069,0.48,2,127,97,3488,297,0.036,0.028,0.41,2,645,221,3488,297,0.185,0.063,0.86,3,199,83,3349,283,0.059,0.023,0.69,2,482,111,3208,274,0.15,0.036,0.71,2,557,163,3203,274,0.174,0.051,0.39,1,19
42091201502,424,37,1839,96,0.231,0.02,0.58,2,1839,96,0.232,0.028,426,56,0.91,3,973,82,1839,96,0.529,0.03,0.64,2,118,71,1839,96,0.064,0.039,0.15,1,86,92,1839,96,0.047,0.05,0.52,2,207,73,1839,96,0.113,0.04,0.68,2,54,35,1751,96,0.031,0.02,0.45,2,168,51,1839,96,0.091,0.026,0.29,1,165,82,1839,96,0.09,0.045,0.12,1,16
42091201603,703,177,4378,381,0.161,0.04,0.13,1,4378,381,0.159,0.018,695,67,0.66,2,2320,227,4378,381,0.53,0.027,0.65,2,1966,325,4378,381,0.449,0.074,0.72,2,213,106,4378,381,0.049,0.024,0.53,2,356,311,4378,381,0.081,0.071,0.5,2,74,53,4249,373,0.017,0.012,0.26,1,578,142,4378,381,0.132,0.03,0.6,2,825,280,4370,379,0.189,0.064,0.42,2,16
42091201604,683,109,3047,210,0.224,0.036,0.53,2,3047,210,0.168,0.015,511,53,0.72,2,1647,134,3047,210,0.541,0.03,0.75,3,1185,171,3047,210,0.389,0.056,0.69,2,31,48,3047,210,0.01,0.016,0.1,1,183,125,3047,210,0.06,0.041,0.36,1,95,96,2865,213,0.033,0.032,0.48,2,442,100,3047,210,0.145,0.032,0.68,2,565,222,3033,216,0.186,0.073,0.41,2,17
42091201605,531,141,2961,238,0.179,0.048,0.21,1,2961,238,0.175,0.028,518,94,0.76,2,1621,151,2961,238,0.547,0.031,0.79,3,762,206,2961,238,0.257,0.07,0.56,2,56,51,2961,238,0.019,0.017,0.21,1,246,108,2961,238,0.083,0.036,0.52,2,133,82,2850,220,0.047,0.029,0.62,2,224,77,2831,230,0.079,0.027,0.2,1,397,194,2815,230,0.141,0.069,0.3,1,15
42091201606,654,148,2489,275,0.263,0.059,0.79,3,2489,275,0.094,0.028,234,68,0.18,1,1221,169,2489,275,0.491,0.039,0.22,1,1269,271,2489,275,0.51,0.109,0.75,3,138,111,2489,275,0.055,0.045,0.58,2,221,131,2489,275,0.089,0.053,0.56,2,77,96,2279,234,0.034,0.041,0.49,2,306,83,2489,275,0.123,0.036,0.55,2,729,258,2451,260,0.297,0.105,0.64,2,18
42091201607,781,121,3458,208,0.226,0.035,0.54,2,3458,208,0.116,0.019,401,63,0.33,2,1764,166,3458,208,0.51,0.033,0.42,2,652,133,3458,208,0.189,0.038,0.46,2,66,59,3458,208,0.019,0.017,0.21,1,304,102,3458,208,0.088,0.029,0.55,2,84,49,3192,210,0.026,0.015,0.39,2,366,135,3458,208,0.106,0.036,0.42,2,892,319,3458,208,0.258,0.092,0.58,2,17
42091201608,1135,142,4635,284,0.245,0.031,0.69,2,4635,284,0.177,0.02,820,95,0.77,2,2282,198,4635,284,0.492,0.029,0.23,1,806,367,4635,284,0.174,0.079,0.42,1,306,188,4635,284,0.066,0.041,0.65,2,403,170,4635,284,0.087,0.037,0.54,2,177,104,4271,266,0.041,0.024,0.57,2,403,105,4635,284,0.087,0.023,0.26,1,563,190,4617,282,0.122,0.041,0.23,1,14
42091201703,642,67,3128,176,0.205,0.021,0.37,2,3128,176,0.127,0.023,397,79,0.42,2,1465,146,3128,176,0.468,0.033,0.07,1,355,210,3128,176,0.113,0.067,0.29,1,94,75,3128,176,0.03,0.024,0.34,2,181,102,3128,176,0.058,0.033,0.34,1,101,73,2882,178,0.035,0.026,0.51,2,441,110,3128,176,0.141,0.034,0.65,2,733,250,3128,176,0.234,0.08,0.52,2,15
42091201704,888,156,3343,271,0.266,0.047,0.81,3,3343,271,0.123,0.037,412,128,0.39,2,1742,239,3343,271,0.521,0.045,0.55,2,553,204,3343,271,0.165,0.061,0.41,1,24,27,3343,271,0.007,0.008,0.07,1,208,122,3343,271,0.062,0.036,0.38,2,22,31,3146,286,0.007,0.01,0.09,1,238,80,3280,239,0.073,0.023,0.16,1,865,309,3237,220,0.267,0.095,0.59,2,15
42091201705,1158,165,4633,267,0.25,0.036,0.73,3,4633,267,0.131,0.017,608,76,0.45,2,2457,247,4633,267,0.53,0.038,0.65,2,359,169,4633,267,0.077,0.036,0.19,1,203,221,4633,267,0.044,0.048,0.49,2,208,102,4633,267,0.045,0.022,0.24,1,65,57,4352,250,0.015,0.013,0.22,1,436,146,4633,267,0.094,0.031,0.31,1,536,207,4633,267,0.116,0.045,0.21,1,14
42091201706,1223,290,4790,388,0.255,0.061,0.75,3,4790,388,0.101,0.022,482,100,0.23,1,2371,268,4790,388,0.495,0.03,0.26,2,794,242,4790,388,0.166,0.051,0.41,1,452,399,4790,388,0.094,0.083,0.77,2,622,280,4790,388,0.13,0.058,0.73,2,280,177,4506,343,0.062,0.036,0.7,2,479,129,4790,388,0.1,0.023,0.37,2,922,366,4648,323,0.198,0.079,0.44,2,17
42091201800,611,92,2864,190,0.213,0.032,0.43,2,2864,190,0.289,0.032,829,107,0.96,4,1588,161,2864,190,0.554,0.047,0.84,3,297,137,2864,190,0.104,0.048,0.27,1,227,175,2864,190,0.079,0.061,0.72,2,267,112,2864,190,0.093,0.039,0.59,2,95,77,2697,176,0.035,0.028,0.51,2,444,110,2864,190,0.155,0.036,0.75,3,556,218,2864,190,0.194,0.076,0.43,2,21
42091201901,1056,144,4880,261,0.216,0.03,0.46,2,4880,261,0.2,0.022,977,110,0.85,3,2522,155,4880,261,0.517,0.023,0.5,2,595,207,4880,261,0.122,0.042,0.32,1,139,83,4880,261,0.028,0.017,0.32,2,679,184,4880,261,0.139,0.038,0.75,2,420,165,4560,264,0.092,0.035,0.81,2,471,85,4880,261,0.097,0.018,0.34,2,560,212,4846,247,0.116,0.044,0.21,1,17
42091201902,892,132,5708,359,0.156,0.023,0.11,1,5708,359,0.218,0.026,1242,146,0.89,3,2967,221,5708,359,0.52,0.028,0.54,2,1326,336,5708,359,0.232,0.059,0.53,2,175,141,5708,359,0.031,0.025,0.35,2,809,296,5708,359,0.142,0.052,0.76,2,254,145,5432,368,0.047,0.026,0.62,2,649,227,5553,353,0.117,0.04,0.51,2,695,290,5490,350,0.127,0.053,0.25,1,17
