GEOID,Y_CntEst,Y_CntMOE,Y_UniEst,Y_UniMoe,Y_PctEst,Y_PctMOE,Y_Pctile,Y_Score,OA_UniEst,OA_UniMoe,OA_PctEst,OA_PctMOE,OA_CntEst,OA_CntMOE,OA_Pctile,OA_Score,F_CntEst,F_CntMOE,F_UniEst,F_UniMoe,F_PctEst,F_PctMOE,F_Pctile,F_Score,RM_CntEst,RM_CntMOE,RM_UniEst,RM_UniMoe,RM_PctEst,RM_PctMOE,RM_Pctile,RM_Score,EM_CntEst,EM_CntMOE,EM_UniEst,EM_UniMoe,EM_PctEst,EM_PctMOE,EM_Pctile,EM_Score,FB_CntEst,FB_CntMOE,FB_UniEst,FB_UniMoe,FB_PctEst,FB_PctMOE,FB_Pctile,FB_Score,LEP_CntEst,LEP_CntMOE,LEP_UniEst,LEP_UniMoe,LEP_PctEst,LEP_PctMOE,LEP_Pctile,LEP_Score,D_CntEst,D_CntMOE,D_UniEst,D_UniMoe,D_PctEst,D_PctMOE,D_Pctile,D_Score,LI_CntEst,LI_CntMOE,LI_UniEst,LI_UniMoe,LI_PctEst,LI_PctMOE,LI_Pctile,LI_Score,IPD_Score
34005700102,492,82,2712,179,0.181,0.03,0.22,1,2712,179,0.184,0.026,500,84,0.81,3,1403,148,2712,179,0.517,0.037,0.5,2,424,213,2712,179,0.156,0.079,0.39,1,144,149,2712,179,0.053,0.055,0.56,2,149,97,2712,179,0.055,0.036,0.31,1,105,74,2522,172,0.042,0.029,0.58,2,274,82,2712,179,0.101,0.028,0.38,2,535,198,2703,175,0.198,0.073,0.44,2,16
34005700103,342,98,2719,212,0.126,0.036,0.07,1,2719,212,0.164,0.027,447,65,0.69,2,1474,144,2719,212,0.542,0.036,0.76,3,366,146,2719,212,0.135,0.054,0.35,1,141,138,2719,212,0.052,0.051,0.55,2,183,63,2719,212,0.067,0.023,0.42,2,87,44,2580,192,0.034,0.018,0.49,2,291,107,2719,212,0.107,0.038,0.43,2,452,119,2719,212,0.166,0.044,0.37,1,16
34005700104,416,111,1925,165,0.216,0.058,0.46,2,1925,165,0.128,0.024,247,39,0.43,2,1030,106,1925,165,0.535,0.043,0.71,2,926,200,1925,165,0.481,0.104,0.74,3,237,133,1925,165,0.123,0.069,0.82,2,110,70,1925,165,0.057,0.036,0.33,1,92,67,1876,157,0.049,0.035,0.63,2,291,73,1925,165,0.151,0.04,0.72,2,539,166,1918,164,0.281,0.087,0.61,2,18
34005700200,569,54,2766,16,0.206,0.02,0.38,2,2766,16,0.184,0.036,509,100,0.81,3,1477,82,2766,16,0.534,0.03,0.7,2,150,70,2766,16,0.054,0.025,0.11,1,163,94,2766,16,0.059,0.034,0.61,2,105,42,2766,16,0.038,0.015,0.18,1,23,21,2600,65,0.009,0.008,0.12,1,266,56,2659,96,0.1,0.021,0.37,2,358,131,2669,93,0.134,0.049,0.28,1,15
34005700303,707,107,3602,286,0.196,0.03,0.31,2,3602,286,0.193,0.038,694,131,0.84,3,1950,189,3602,286,0.541,0.043,0.75,3,865,238,3602,286,0.24,0.066,0.54,2,299,147,3602,286,0.083,0.041,0.73,2,199,106,3602,286,0.055,0.029,0.31,1,79,54,3264,279,0.024,0.016,0.36,1,377,131,3477,274,0.108,0.037,0.44,2,805,268,3490,271,0.231,0.077,0.52,2,18
34005700304,541,53,2439,121,0.222,0.022,0.51,2,2439,121,0.159,0.017,388,42,0.66,2,1182,113,2439,121,0.485,0.036,0.17,1,199,101,2439,121,0.082,0.041,0.2,1,172,87,2439,121,0.071,0.036,0.68,2,59,49,2439,121,0.024,0.02,0.08,1,21,22,2285,129,0.009,0.01,0.12,1,320,89,2439,121,0.131,0.034,0.6,2,554,170,2427,122,0.228,0.07,0.51,2,14
34005700305,1002,103,5134,199,0.195,0.02,0.3,2,5134,199,0.213,0.014,1093,76,0.88,3,2462,140,5134,199,0.48,0.028,0.13,1,367,160,5134,199,0.071,0.031,0.17,1,269,182,5134,199,0.052,0.035,0.55,2,257,110,5134,199,0.05,0.021,0.27,1,123,90,4904,189,0.025,0.019,0.37,2,396,122,5110,195,0.077,0.024,0.19,1,514,194,5120,198,0.1,0.038,0.15,1,14
34005700306,504,66,2529,122,0.199,0.026,0.33,2,2529,122,0.175,0.013,442,30,0.76,2,1261,101,2529,122,0.499,0.029,0.3,2,111,65,2529,122,0.044,0.026,0.08,1,141,76,2529,122,0.056,0.03,0.59,2,97,77,2529,122,0.038,0.03,0.18,1,86,60,2457,125,0.035,0.024,0.51,2,315,68,2529,122,0.125,0.026,0.56,2,199,94,2523,123,0.079,0.037,0.09,1,15
34005700307,605,43,2737,107,0.221,0.016,0.5,2,2737,107,0.171,0.019,469,55,0.73,2,1450,86,2737,107,0.53,0.025,0.65,2,260,115,2737,107,0.095,0.042,0.24,1,53,65,2737,107,0.019,0.024,0.21,1,288,103,2737,107,0.105,0.038,0.64,2,106,71,2600,110,0.041,0.027,0.57,2,205,63,2737,107,0.075,0.023,0.18,1,197,108,2737,107,0.072,0.039,0.07,1,14
34005700401,410,65,2085,165,0.197,0.031,0.32,2,2085,165,0.177,0.019,370,39,0.77,2,1104,101,2085,165,0.529,0.031,0.64,2,167,100,2085,165,0.08,0.048,0.2,1,111,84,2085,165,0.053,0.04,0.56,2,97,73,2085,165,0.047,0.035,0.25,1,57,60,1968,158,0.029,0.03,0.43,2,218,57,2085,165,0.105,0.026,0.41,2,328,108,2085,165,0.157,0.052,0.34,1,15
34005700402,612,124,3468,258,0.176,0.036,0.19,1,3468,258,0.181,0.024,626,75,0.79,3,1750,182,3468,258,0.505,0.033,0.37,2,261,138,3468,258,0.075,0.04,0.18,1,110,91,3468,258,0.032,0.026,0.36,2,137,72,3468,258,0.04,0.021,0.19,1,39,34,3391,262,0.012,0.01,0.18,1,310,82,3345,249,0.093,0.026,0.3,1,298,110,3345,249,0.089,0.033,0.12,1,13
34005700403,914,111,4418,302,0.207,0.025,0.39,2,4418,302,0.163,0.028,719,131,0.68,2,2362,198,4418,302,0.535,0.033,0.71,2,218,153,4418,302,0.049,0.035,0.09,1,187,169,4418,302,0.042,0.038,0.46,2,171,104,4418,302,0.039,0.024,0.18,1,76,50,4195,296,0.018,0.011,0.28,1,645,150,4219,272,0.153,0.034,0.74,2,1131,286,4230,267,0.267,0.068,0.59,2,15
34005700405,338,57,1670,107,0.202,0.034,0.35,2,1670,107,0.152,0.02,254,34,0.61,2,867,84,1670,107,0.519,0.035,0.53,2,144,122,1670,107,0.086,0.073,0.22,1,130,115,1670,107,0.078,0.069,0.72,2,107,62,1670,107,0.064,0.037,0.39,2,55,32,1559,105,0.035,0.021,0.51,2,223,71,1666,108,0.134,0.043,0.61,2,343,118,1663,107,0.206,0.071,0.46,2,17
34005700407,1191,333,5364,468,0.222,0.062,0.51,2,5364,468,0.088,0.022,473,107,0.15,1,3069,424,5364,468,0.572,0.051,0.92,3,2436,589,5364,468,0.454,0.11,0.72,2,981,361,5364,468,0.183,0.067,0.88,3,913,324,5364,468,0.17,0.06,0.83,3,570,339,4745,383,0.12,0.07,0.85,3,807,235,5359,468,0.151,0.044,0.72,2,2098,606,5364,468,0.391,0.113,0.73,3,22
34005700408,196,34,2037,200,0.096,0.017,0.04,0,2037,200,0.169,0.053,345,103,0.72,2,1167,150,2037,200,0.573,0.057,0.92,3,986,196,2037,200,0.484,0.096,0.74,3,183,106,2037,200,0.09,0.052,0.76,2,344,123,2037,200,0.169,0.06,0.83,3,153,115,1897,210,0.081,0.061,0.77,2,275,106,2017,196,0.136,0.051,0.62,2,501,146,2027,193,0.247,0.072,0.56,2,19
34005700501,1229,156,5703,316,0.216,0.027,0.46,2,5703,316,0.157,0.022,896,142,0.65,2,2919,227,5703,316,0.512,0.036,0.44,2,1019,361,5703,316,0.179,0.063,0.44,1,180,119,5703,316,0.032,0.021,0.36,2,323,183,5703,316,0.057,0.032,0.33,1,43,47,5459,335,0.008,0.009,0.1,1,432,133,5703,316,0.076,0.023,0.18,1,681,264,5638,311,0.121,0.047,0.23,1,13
34005700502,609,135,2305,188,0.264,0.059,0.8,3,2305,188,0.151,0.023,349,47,0.6,2,1221,123,2305,188,0.53,0.024,0.65,2,132,92,2305,188,0.057,0.04,0.12,1,51,77,2305,188,0.022,0.033,0.25,1,136,84,2305,188,0.059,0.036,0.35,1,52,44,2189,178,0.024,0.02,0.36,1,252,61,2273,186,0.111,0.025,0.47,2,529,177,2273,186,0.233,0.078,0.52,2,15
34005700503,1077,118,3717,189,0.29,0.032,0.89,3,3717,189,0.164,0.024,611,83,0.69,2,1943,155,3717,189,0.523,0.037,0.57,2,885,172,3717,189,0.238,0.046,0.54,2,124,96,3717,189,0.033,0.026,0.38,2,291,108,3717,189,0.078,0.029,0.48,2,44,31,3620,188,0.012,0.009,0.18,1,278,81,3717,189,0.075,0.022,0.18,1,218,105,3717,189,0.059,0.028,0.04,1,16
34005700504,740,106,2943,238,0.251,0.036,0.73,3,2943,238,0.187,0.042,550,142,0.82,3,1487,170,2943,238,0.505,0.037,0.37,2,155,93,2943,238,0.053,0.032,0.1,1,21,30,2943,238,0.007,0.01,0.07,1,53,49,2943,238,0.018,0.017,0.05,1,34,40,2842,231,0.012,0.014,0.18,1,227,94,2753,200,0.082,0.033,0.22,1,306,134,2753,200,0.111,0.049,0.19,1,14
34005700505,1616,156,5982,291,0.27,0.026,0.83,3,5982,291,0.187,0.024,1118,168,0.82,3,3164,231,5982,291,0.529,0.031,0.64,2,1386,287,5982,291,0.232,0.048,0.53,2,0,17,5982,291,0,0.003,0.01,0,870,173,5982,291,0.145,0.029,0.77,2,262,114,5851,286,0.045,0.02,0.61,2,547,161,5866,265,0.093,0.027,0.3,1,198,184,5866,265,0.034,0.031,0.01,1,16
34005700602,1526,138,6258,294,0.244,0.022,0.68,2,6258,294,0.121,0.019,757,113,0.37,2,3134,258,6258,294,0.501,0.035,0.32,2,1208,278,6258,294,0.193,0.044,0.47,2,0,17,6258,294,0,0.003,0.01,0,793,244,6258,294,0.127,0.039,0.72,2,423,215,5832,281,0.073,0.036,0.75,2,717,211,6258,294,0.115,0.034,0.49,2,905,407,6258,294,0.145,0.065,0.31,1,15
34005700603,1273,169,5970,353,0.213,0.028,0.43,2,5970,353,0.133,0.023,792,137,0.47,2,2975,221,5970,353,0.498,0.029,0.29,2,1545,515,5970,353,0.259,0.086,0.56,2,575,397,5970,353,0.096,0.066,0.77,2,951,400,5970,353,0.159,0.067,0.81,3,386,298,5724,382,0.067,0.051,0.72,2,449,136,5950,353,0.075,0.023,0.18,1,982,328,5970,353,0.164,0.055,0.36,1,17
34005700605,1071,172,4628,281,0.231,0.037,0.58,2,4628,281,0.158,0.02,730,76,0.66,2,2380,154,4628,281,0.514,0.021,0.46,2,636,244,4628,281,0.137,0.053,0.35,1,44,47,4628,281,0.01,0.01,0.1,1,539,241,4628,281,0.116,0.052,0.69,2,252,136,4382,244,0.058,0.03,0.68,2,375,101,4622,281,0.081,0.022,0.22,1,267,137,4628,281,0.058,0.03,0.04,1,14
34005700701,581,123,3349,284,0.173,0.037,0.17,1,3349,284,0.132,0.025,443,80,0.46,2,1649,199,3349,284,0.492,0.066,0.23,1,527,291,3349,284,0.157,0.087,0.39,1,229,195,3349,284,0.068,0.058,0.66,2,582,298,3349,284,0.174,0.089,0.84,3,441,297,3208,300,0.137,0.084,0.87,3,429,153,3349,284,0.128,0.043,0.58,2,788,315,3331,280,0.237,0.095,0.53,2,17
34005700702,706,134,2680,261,0.263,0.05,0.79,3,2680,261,0.086,0.016,230,34,0.14,1,1288,162,2680,261,0.481,0.042,0.13,1,814,333,2680,261,0.304,0.124,0.61,2,342,255,2680,261,0.128,0.095,0.83,2,485,211,2680,261,0.181,0.079,0.85,3,421,229,2501,230,0.168,0.085,0.9,3,255,61,2680,261,0.095,0.025,0.32,1,657,224,2625,243,0.25,0.085,0.56,2,18
34005700703,461,99,2015,202,0.229,0.049,0.57,2,2015,202,0.088,0.022,177,41,0.15,1,949,120,2015,202,0.471,0.041,0.08,1,339,163,2015,202,0.168,0.081,0.41,1,202,120,2015,202,0.1,0.06,0.78,2,225,130,2015,202,0.112,0.065,0.67,2,188,119,1904,174,0.099,0.064,0.82,2,363,125,2015,202,0.18,0.066,0.85,3,799,211,2015,202,0.397,0.105,0.74,3,17
34005700800,817,113,4542,19,0.18,0.025,0.21,1,4542,19,0.179,0.015,813,67,0.78,2,2499,157,4542,19,0.55,0.034,0.81,3,956,184,4542,19,0.21,0.041,0.5,2,196,151,4542,19,0.043,0.033,0.48,2,190,112,4542,19,0.042,0.025,0.21,1,65,81,4376,86,0.015,0.019,0.22,1,503,123,4542,19,0.111,0.027,0.47,2,680,265,4536,20,0.15,0.058,0.33,1,15
34005700900,564,81,2569,24,0.22,0.032,0.49,2,2569,24,0.123,0.022,317,56,0.39,2,1364,105,2569,24,0.531,0.04,0.67,2,953,178,2569,24,0.371,0.069,0.67,2,104,54,2569,24,0.04,0.021,0.45,2,201,121,2569,24,0.078,0.047,0.48,2,101,94,2382,66,0.042,0.04,0.58,2,457,122,2569,24,0.178,0.048,0.85,3,947,214,2569,24,0.369,0.083,0.71,2,19
34005701001,956,207,4929,284,0.194,0.042,0.3,2,4929,284,0.169,0.03,831,143,0.72,2,2797,228,4929,284,0.567,0.044,0.89,3,1855,353,4929,284,0.376,0.072,0.68,2,568,229,4929,284,0.115,0.046,0.81,2,853,391,4929,284,0.173,0.079,0.84,3,566,282,4547,293,0.124,0.062,0.86,3,541,177,4929,284,0.11,0.036,0.46,2,1357,465,4929,284,0.275,0.094,0.6,2,21
34005701002,808,156,3919,283,0.206,0.04,0.38,2,3919,283,0.137,0.022,536,84,0.5,2,1916,206,3919,283,0.489,0.042,0.2,1,1754,363,3919,283,0.448,0.093,0.72,2,664,290,3919,283,0.169,0.074,0.87,3,690,294,3919,283,0.176,0.075,0.85,3,380,228,3794,286,0.1,0.059,0.82,3,414,144,3908,283,0.106,0.037,0.42,2,684,221,3919,283,0.175,0.056,0.39,1,19
34005701102,1283,125,5411,270,0.237,0.023,0.63,2,5411,270,0.137,0.025,740,145,0.5,2,2932,208,5411,270,0.542,0.026,0.76,3,1895,371,5411,270,0.35,0.069,0.66,2,543,245,5411,270,0.1,0.045,0.78,2,446,150,5411,270,0.082,0.028,0.51,2,130,69,5173,261,0.025,0.013,0.37,2,585,126,5148,251,0.114,0.024,0.49,2,514,172,5123,250,0.1,0.034,0.15,1,18
34005701103,1842,209,6174,265,0.298,0.034,0.91,3,6174,265,0.091,0.012,560,70,0.16,1,3400,265,6174,265,0.551,0.04,0.82,3,2589,471,6174,265,0.419,0.076,0.7,2,537,337,6174,265,0.087,0.055,0.75,2,556,292,6174,265,0.09,0.047,0.57,2,134,120,5716,300,0.023,0.021,0.35,1,334,145,6159,268,0.054,0.024,0.06,1,1116,437,6174,265,0.181,0.071,0.4,1,16
34005701104,964,144,4662,299,0.207,0.031,0.39,2,4662,299,0.123,0.018,572,73,0.39,2,2352,216,4662,299,0.505,0.034,0.37,2,2192,374,4662,299,0.47,0.08,0.73,2,535,316,4662,299,0.115,0.068,0.81,2,911,299,4662,299,0.195,0.064,0.87,3,368,127,4462,308,0.082,0.028,0.77,2,547,135,4656,300,0.117,0.028,0.51,2,1030,289,4591,295,0.224,0.063,0.5,2,19
34005701105,1632,271,6406,285,0.255,0.042,0.75,3,6406,285,0.123,0.022,787,150,0.39,2,3308,288,6406,285,0.516,0.037,0.49,2,3513,437,6406,285,0.548,0.068,0.77,3,632,196,6406,285,0.099,0.031,0.78,2,771,235,6406,285,0.12,0.037,0.7,2,201,116,5969,267,0.034,0.019,0.49,2,581,173,6076,270,0.096,0.028,0.33,2,1140,493,6076,270,0.188,0.081,0.42,2,20
34005701201,670,126,3248,255,0.206,0.039,0.38,2,3248,255,0.158,0.039,512,117,0.66,2,1736,180,3248,255,0.534,0.044,0.7,2,1433,359,3248,255,0.441,0.111,0.71,2,101,71,3248,255,0.031,0.022,0.35,2,248,133,3248,255,0.076,0.041,0.48,2,116,73,3087,250,0.038,0.025,0.54,2,353,142,3218,254,0.11,0.045,0.46,2,544,207,3218,254,0.169,0.064,0.38,1,17
34005701203,326,69,1873,181,0.174,0.037,0.18,1,1873,181,0.131,0.028,245,51,0.45,2,919,115,1873,181,0.491,0.034,0.22,1,716,224,1873,181,0.382,0.12,0.68,2,143,114,1873,181,0.076,0.061,0.71,2,189,89,1873,181,0.101,0.048,0.63,2,58,35,1797,166,0.032,0.02,0.47,2,250,67,1870,180,0.134,0.033,0.61,2,423,136,1873,181,0.226,0.073,0.5,2,16
34005701204,609,148,2501,313,0.244,0.059,0.68,2,2501,313,0.17,0.042,425,94,0.73,2,1503,197,2501,313,0.601,0.064,0.97,4,1931,351,2501,313,0.772,0.14,0.84,3,194,121,2501,313,0.078,0.048,0.72,2,338,191,2501,313,0.135,0.076,0.74,2,195,103,2359,296,0.083,0.043,0.78,2,445,121,2501,313,0.178,0.048,0.85,3,1262,324,2466,301,0.512,0.131,0.81,3,23
34005701205,413,102,2246,175,0.184,0.045,0.23,1,2246,175,0.126,0.035,282,86,0.41,2,1170,136,2246,175,0.521,0.039,0.55,2,681,165,2246,175,0.303,0.073,0.61,2,175,131,2246,175,0.078,0.058,0.72,2,149,70,2246,175,0.066,0.031,0.41,2,55,46,2131,164,0.026,0.022,0.39,2,334,110,2246,175,0.149,0.047,0.71,2,718,214,2246,175,0.32,0.095,0.66,2,17
34005701301,808,214,4409,262,0.183,0.049,0.23,1,4409,262,0.153,0.017,673,57,0.62,2,2351,249,4409,262,0.533,0.04,0.69,2,1113,312,4409,262,0.252,0.071,0.55,2,140,97,4409,262,0.032,0.022,0.36,2,221,120,4409,262,0.05,0.027,0.27,1,101,66,4253,254,0.024,0.016,0.36,1,547,132,4409,262,0.124,0.03,0.55,2,1000,288,4391,269,0.228,0.066,0.51,2,15
34005701302,511,111,2708,189,0.189,0.041,0.27,2,2708,189,0.173,0.049,468,127,0.74,2,1471,130,2708,189,0.543,0.032,0.77,3,295,167,2708,189,0.109,0.062,0.28,1,96,135,2708,189,0.035,0.05,0.4,2,53,38,2708,189,0.02,0.014,0.06,1,13,21,2567,177,0.005,0.008,0.06,1,316,95,2701,191,0.117,0.036,0.51,2,479,191,2708,189,0.177,0.071,0.39,1,15
34005701303,1251,146,5469,276,0.229,0.027,0.57,2,5469,276,0.173,0.017,947,87,0.74,2,2839,196,5469,276,0.519,0.027,0.53,2,1668,275,5469,276,0.305,0.05,0.61,2,505,220,5469,276,0.092,0.04,0.76,2,803,205,5469,276,0.147,0.037,0.77,2,170,87,5177,283,0.033,0.016,0.48,2,504,142,5469,276,0.092,0.026,0.29,1,549,225,5455,276,0.101,0.041,0.15,1,16
34005701401,1436,216,6447,153,0.223,0.034,0.52,2,6447,153,0.165,0.026,1063,166,0.7,2,2785,205,6447,153,0.432,0.033,0.01,0,1487,309,6447,153,0.231,0.048,0.53,2,265,118,6447,153,0.041,0.018,0.46,2,940,255,6447,153,0.146,0.04,0.77,2,216,118,6228,184,0.035,0.019,0.51,2,576,159,6447,153,0.089,0.025,0.27,1,431,244,6447,153,0.067,0.038,0.06,1,14
34005701402,144,21,2124,156,0.068,0.01,0.03,0,2124,156,0.631,0.044,1341,97,0.99,4,1233,119,2124,156,0.581,0.048,0.94,3,394,163,2124,156,0.185,0.077,0.45,2,34,30,2124,156,0.016,0.014,0.17,1,339,107,2124,156,0.16,0.05,0.81,3,179,70,2112,156,0.085,0.034,0.78,2,524,126,2124,156,0.247,0.057,0.96,4,216,91,2124,156,0.102,0.043,0.16,1,20
34005701502,763,132,3990,260,0.191,0.033,0.28,2,3990,260,0.174,0.02,696,70,0.75,2,1994,165,3990,260,0.5,0.027,0.31,2,513,177,3990,260,0.129,0.044,0.34,1,496,261,3990,260,0.124,0.065,0.82,2,392,154,3990,260,0.098,0.039,0.61,2,178,98,3808,259,0.047,0.025,0.62,2,395,95,3990,260,0.099,0.022,0.36,2,640,220,3979,259,0.161,0.055,0.35,1,16
34005701700,875,182,3903,26,0.224,0.047,0.53,2,3903,26,0.14,0.027,547,107,0.52,2,1965,138,3903,26,0.503,0.035,0.34,2,696,208,3903,26,0.178,0.053,0.44,1,231,138,3903,26,0.059,0.035,0.61,2,132,74,3903,26,0.034,0.019,0.15,1,82,59,3670,116,0.022,0.016,0.33,1,322,79,3896,27,0.083,0.02,0.23,1,722,295,3885,41,0.186,0.076,0.41,2,14
34005702101,1801,159,3999,219,0.45,0.04,0.99,4,3999,219,0,0.008,0,12,0,0,2022,166,3999,219,0.506,0.032,0.38,2,1575,289,3999,219,0.394,0.072,0.69,2,542,151,3999,219,0.136,0.038,0.84,2,232,72,3999,219,0.058,0.018,0.34,1,58,35,3259,188,0.018,0.011,0.28,1,86,43,3201,237,0.027,0.014,0.01,0,1487,328,3995,219,0.372,0.082,0.71,2,14
34005702203,553,87,3276,237,0.169,0.027,0.16,1,3276,237,0.208,0.029,683,99,0.87,3,1720,166,3276,237,0.525,0.046,0.59,2,1649,316,3276,237,0.503,0.096,0.75,3,444,137,3276,237,0.136,0.042,0.84,2,240,110,3276,237,0.073,0.034,0.46,2,140,71,3077,233,0.045,0.022,0.61,2,561,167,3171,237,0.177,0.048,0.84,3,437,198,3276,237,0.133,0.06,0.27,1,19
34005702204,573,151,2425,247,0.236,0.062,0.62,2,2425,247,0.136,0.041,330,105,0.49,2,1137,156,2425,247,0.469,0.047,0.07,1,1063,245,2425,247,0.438,0.101,0.71,2,475,214,2425,247,0.196,0.088,0.89,3,234,98,2425,247,0.096,0.04,0.6,2,136,83,2271,247,0.06,0.036,0.69,2,212,66,2082,209,0.102,0.034,0.39,2,910,249,2084,201,0.437,0.119,0.76,3,19
34005702206,381,88,1974,184,0.193,0.045,0.29,2,1974,184,0.164,0.03,323,49,0.69,2,897,110,1974,184,0.454,0.038,0.03,1,528,248,1974,184,0.267,0.126,0.57,2,200,126,1974,184,0.101,0.064,0.78,2,74,47,1974,184,0.037,0.024,0.17,1,41,28,1927,190,0.021,0.015,0.32,1,358,139,1930,180,0.185,0.062,0.87,3,428,156,1974,184,0.217,0.079,0.48,2,16
34005702207,592,153,3054,298,0.194,0.05,0.3,2,3054,298,0.174,0.024,532,65,0.75,2,1505,186,3054,298,0.493,0.044,0.24,1,1070,244,3054,298,0.35,0.08,0.66,2,440,210,3054,298,0.144,0.069,0.85,2,347,131,3054,298,0.114,0.043,0.68,2,194,121,2889,265,0.067,0.038,0.72,2,691,186,3022,300,0.229,0.056,0.94,4,963,364,3054,298,0.315,0.119,0.66,2,19
34005702208,1531,145,7048,376,0.217,0.021,0.47,2,7048,376,0.121,0.016,850,119,0.37,2,3443,256,7048,376,0.489,0.031,0.2,1,1678,284,7048,376,0.238,0.04,0.54,2,892,223,7048,376,0.127,0.032,0.83,2,602,230,7048,376,0.085,0.033,0.53,2,234,129,6744,414,0.035,0.019,0.51,2,660,169,6845,379,0.096,0.024,0.33,2,1142,418,7048,376,0.162,0.059,0.36,1,16
34005702209,789,165,3255,211,0.242,0.051,0.67,2,3255,211,0.093,0.017,304,53,0.17,1,1684,223,3255,211,0.517,0.051,0.5,2,854,210,3255,211,0.262,0.065,0.57,2,203,112,3255,211,0.062,0.034,0.63,2,176,75,3255,211,0.054,0.023,0.3,1,98,74,3045,195,0.032,0.025,0.47,2,437,132,3204,201,0.136,0.041,0.62,2,1083,349,3243,212,0.334,0.108,0.67,2,16
34005702210,1014,233,4722,266,0.215,0.049,0.45,2,4722,266,0.119,0.02,564,89,0.35,2,2232,185,4722,266,0.473,0.034,0.09,1,1842,434,4722,266,0.39,0.092,0.69,2,538,140,4722,266,0.114,0.03,0.8,2,402,171,4722,266,0.085,0.036,0.53,2,277,104,4486,252,0.062,0.023,0.7,2,663,156,4684,266,0.142,0.032,0.66,2,1447,507,4722,266,0.306,0.107,0.64,2,17
34005702300,276,74,1485,160,0.186,0.05,0.24,1,1485,160,0.138,0.025,205,36,0.51,2,857,118,1485,160,0.577,0.036,0.93,3,460,128,1485,160,0.31,0.086,0.62,2,342,144,1485,160,0.23,0.097,0.91,3,111,48,1485,160,0.075,0.032,0.47,2,67,48,1375,142,0.049,0.034,0.63,2,212,56,1469,161,0.144,0.037,0.67,2,430,121,1485,160,0.29,0.081,0.63,2,19
34005702400,820,147,3390,20,0.242,0.043,0.67,2,3390,20,0.128,0.017,435,58,0.43,2,1637,91,3390,20,0.483,0.026,0.15,1,355,201,3390,20,0.105,0.059,0.27,1,291,138,3390,20,0.086,0.041,0.74,2,110,52,3390,20,0.032,0.015,0.14,1,46,31,3281,75,0.014,0.009,0.21,1,396,72,3384,22,0.117,0.021,0.51,2,356,166,3390,20,0.105,0.049,0.17,1,13
34005702500,1251,211,6032,24,0.207,0.035,0.39,2,6032,24,0.125,0.023,753,139,0.4,2,2973,265,6032,24,0.493,0.044,0.24,1,1832,273,6032,24,0.304,0.045,0.61,2,193,129,6032,24,0.032,0.021,0.36,2,1016,388,6032,24,0.168,0.064,0.83,3,254,132,5703,159,0.045,0.023,0.61,2,759,222,5954,68,0.127,0.037,0.57,2,1152,451,6031,25,0.191,0.075,0.43,2,18
34005702601,833,146,4197,265,0.198,0.035,0.32,2,4197,265,0.144,0.021,604,84,0.55,2,2311,202,4197,265,0.551,0.036,0.82,3,1229,242,4197,265,0.293,0.058,0.6,2,277,143,4197,265,0.066,0.034,0.65,2,287,104,4197,265,0.068,0.025,0.42,2,104,54,3977,257,0.026,0.014,0.39,2,488,115,3988,288,0.122,0.03,0.54,2,610,253,4197,265,0.145,0.06,0.31,1,18
34005702603,571,113,2683,238,0.213,0.042,0.43,2,2683,238,0.065,0.016,175,42,0.06,1,1204,124,2683,238,0.449,0.042,0.02,1,888,203,2683,238,0.331,0.076,0.64,2,338,154,2683,238,0.126,0.057,0.82,2,192,107,2683,238,0.072,0.04,0.45,2,110,93,2485,230,0.044,0.037,0.6,2,223,72,2213,181,0.101,0.033,0.38,2,749,228,2222,186,0.337,0.103,0.68,2,16
34005702700,2093,172,8780,29,0.238,0.02,0.64,2,8780,29,0.123,0.016,1083,144,0.39,2,4723,239,8780,29,0.538,0.027,0.73,2,3665,458,8780,29,0.417,0.052,0.7,2,1022,336,8780,29,0.116,0.038,0.81,2,1085,354,8780,29,0.124,0.04,0.71,2,268,105,7935,230,0.034,0.013,0.49,2,555,150,8743,50,0.063,0.017,0.11,1,888,481,8768,33,0.101,0.055,0.15,1,16
34005702801,490,93,2067,182,0.237,0.045,0.63,2,2067,182,0.157,0.032,325,51,0.65,2,1124,116,2067,182,0.544,0.047,0.77,3,1773,226,2067,182,0.858,0.109,0.89,4,170,113,2067,182,0.082,0.055,0.73,2,256,143,2067,182,0.124,0.069,0.71,2,28,21,1941,169,0.014,0.011,0.21,1,246,98,2067,182,0.119,0.047,0.53,2,370,177,2067,182,0.179,0.086,0.4,1,19
34005702802,699,100,3439,289,0.203,0.029,0.36,2,3439,289,0.201,0.029,690,90,0.85,3,1965,206,3439,289,0.571,0.036,0.91,3,2625,278,3439,289,0.763,0.081,0.84,3,224,103,3439,289,0.065,0.03,0.64,2,430,164,3439,289,0.125,0.048,0.71,2,85,57,3315,293,0.026,0.018,0.39,2,597,168,3439,289,0.174,0.042,0.83,3,836,330,3439,289,0.243,0.096,0.55,2,22
34005702803,904,161,3856,256,0.234,0.042,0.6,2,3856,256,0.166,0.024,641,78,0.71,2,2139,206,3856,256,0.555,0.035,0.84,3,3168,307,3856,256,0.822,0.08,0.87,4,303,74,3856,256,0.079,0.019,0.72,2,654,271,3856,256,0.17,0.07,0.83,3,119,79,3578,211,0.033,0.022,0.48,2,612,159,3824,256,0.16,0.042,0.77,3,555,206,3797,257,0.146,0.054,0.31,1,22
